bundle,prefix,animation,sprite,palette,palette_status,sprite_width,sprite_height,trim_width,trim_height,bbox_left,bbox_top,bbox_right,bbox_bottom,path
battle_unit3,HdarklightTranquilloMset01,idle,HdarklightTranquilloMset01_idle_3,HdarklightTranquilloMset01_palette,applied,33,41,31,39,1,1,32,40,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_idle_3.png
battle_unit3,HdarklightTranquilloMset01,move,HdarklightTranquilloMset01_move_5,HdarklightTranquilloMset01_palette,applied,27,42,25,40,1,1,26,41,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_move_5.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_14,HdarklightDarkknightMset01_palette,applied,68,61,66,59,1,1,67,60,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_14.png
battle_unit3,HdarklightDarkknightMset01,attack3,HdarklightDarkknightMset01_attack3_6,HdarklightDarkknightMset01_palette,applied,55,54,53,52,1,1,54,53,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack3_6.png
battle_unit3,HdarklightDarkknightMset01,Exskill2,HdarklightDarkknightMset01_Exskill2_3,HdarklightDarkknightMset01_palette,applied,37,49,35,47,1,1,36,48,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill2_3.png
battle_unit3,HdarklightFernandoMset01,attack2,HdarklightFernandoMset01_attack2_0,HdarklightFernandoMset01_palette,applied,31,55,29,53,1,1,30,54,Sprites/Pixel/battle_unit3/HdarklightFernandoMset01/HdarklightFernandoMset01_attack2_0.png
battle_unit3,HcrimsonlavierF2set01,plot11,HcrimsonlavierF2set01_plot11_2,HcrimsonlavierF2set01_palette,applied,24,47,22,45,1,1,23,46,Sprites/Pixel/battle_unit3/HcrimsonlavierF2set01/HcrimsonlavierF2set01_plot11_2.png
battle_unit3,HcrimsonlavierF3set01,plot37,HcrimsonlavierF3set01_plot37_0,HcrimsonlavierF3set01_palette,applied,70,53,68,51,1,1,69,52,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot37_0.png
battle_unit3,HdarklightDarkknightMset01,attack2,HdarklightDarkknightMset01_attack2_14,HdarklightDarkknightMset01_palette,applied,46,53,44,51,1,1,45,52,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack2_14.png
battle_unit3,HcrimsonlavierF3set01,plot5,HcrimsonlavierF3set01_plot5_0,HcrimsonlavierF3set01_palette,applied,56,43,54,41,1,1,55,42,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot5_0.png
battle_unit3,HdarklightTranquilloMset01,throw,HdarklightTranquilloMset01_throw_3,HdarklightTranquilloMset01_palette,applied,40,39,38,37,1,1,39,38,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_throw_3.png
battle_unit3,HcrimsonlavierF3set01,plot33,HcrimsonlavierF3set01_plot33_3,HcrimsonlavierF3set01_palette,applied,54,54,52,52,1,1,53,53,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot33_3.png
battle_unit3,HdarklightTranquilloMset01,move,HdarklightTranquilloMset01_move_1,HdarklightTranquilloMset01_palette,applied,30,42,28,40,1,1,29,41,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_move_1.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_5,HdarklightDarkknightMset01_palette,applied,91,52,89,50,1,1,90,51,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_5.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_17,HdarklightDarkknightMset01_palette,applied,55,58,53,56,1,1,54,57,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_17.png
battle_unit3,HdarklightTranquilloMset01,injuredall,HdarklightTranquilloMset01_injuredall_7,HdarklightTranquilloMset01_palette,applied,39,32,37,30,1,1,38,31,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_injuredall_7.png
battle_unit3,HcrimsonsophiaF4set01,moveback,HcrimsonsophiaF4set01_moveback_2,HcrimsonsophiaF4set01_palette,applied,22,47,20,45,1,1,21,46,Sprites/Pixel/battle_unit3/HcrimsonsophiaF4set01/HcrimsonsophiaF4set01_moveback_2.png
battle_unit3,HcrimsonlavierF3set01,plot7,HcrimsonlavierF3set01_plot7_0,HcrimsonlavierF3set01_palette,applied,56,43,54,41,1,1,55,42,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot7_0.png
battle_unit3,HdarklightTranquilloMset01,move,HdarklightTranquilloMset01_move_0,HdarklightTranquilloMset01_palette,applied,30,40,28,38,1,1,29,39,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_move_0.png
battle_unit3,HdarklightTranquilloMset01,attack2,HdarklightTranquilloMset01_attack2_4,HdarklightTranquilloMset01_palette,applied,41,45,39,43,1,1,40,44,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_attack2_4.png
battle_unit3,HcrimsonsophiaF4set01,move,HcrimsonsophiaF4set01_move_2,HcrimsonsophiaF4set01_palette,applied,25,47,23,45,1,1,24,46,Sprites/Pixel/battle_unit3/HcrimsonsophiaF4set01/HcrimsonsophiaF4set01_move_2.png
battle_unit3,HdarklightDarkknightMset01,attack2,HdarklightDarkknightMset01_attack2_10,HdarklightDarkknightMset01_palette,applied,90,44,88,42,1,1,89,43,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack2_10.png
battle_unit3,HcrimsonsophiaF3set01,plot35,HcrimsonsophiaF3set01_plot35_4,HcrimsonsophiaF3set01_palette,applied,35,26,33,24,1,1,34,25,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot35_4.png
battle_unit3,HdarklightFernandoMset01,move,HdarklightFernandoMset01_move_5,HdarklightFernandoMset01_palette,applied,32,56,30,54,1,1,31,55,Sprites/Pixel/battle_unit3/HdarklightFernandoMset01/HdarklightFernandoMset01_move_5.png
battle_unit3,HcrimsonlavierF3set01,plot32,HcrimsonlavierF3set01_plot32_3,HcrimsonlavierF3set01_palette,applied,55,54,53,52,1,1,54,53,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot32_3.png
battle_unit3,HdarklightDarkknightMset02,idle,HdarklightDarkknightMset02_idle_1,HdarklightDarkknightMset02_palette,applied,53,43,51,41,1,1,52,42,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset02/HdarklightDarkknightMset02_idle_1.png
battle_unit3,HdarklightFernandoMset01,move,HdarklightFernandoMset01_move_7,HdarklightFernandoMset01_palette,applied,28,56,26,54,1,1,27,55,Sprites/Pixel/battle_unit3/HdarklightFernandoMset01/HdarklightFernandoMset01_move_7.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_58,HdarklightDarkknightMset01_palette,applied,44,57,42,55,1,1,43,56,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_58.png
battle_unit3,HcrimsonlavierF3set01,plot22,HcrimsonlavierF3set01_plot22_3,HcrimsonlavierF3set01_palette,applied,56,43,54,41,1,1,55,42,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot22_3.png
battle_unit3,HdarklightDarkknightMset01,attack3,HdarklightDarkknightMset01_attack3_12,HdarklightDarkknightMset01_palette,applied,52,70,50,68,1,1,51,69,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack3_12.png
battle_unit3,HdarklightTranquilloMset01,throw,HdarklightTranquilloMset01_throw_0,HdarklightTranquilloMset01_palette,applied,28,45,26,43,1,1,27,44,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_throw_0.png
battle_unit3,HcrimsonsophiaF3set01,plot31,HcrimsonsophiaF3set01_plot31_0,HcrimsonsophiaF3set01_palette,applied,36,26,34,24,1,1,35,25,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot31_0.png
battle_unit3,HcrimsonsophiaF3set01,plot7,HcrimsonsophiaF3set01_plot7_1,HcrimsonsophiaF3set01_palette,applied,69,46,67,44,1,1,68,45,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot7_1.png
battle_unit3,HdarklightDarkknightMset01,attack2,HdarklightDarkknightMset01_attack2_13,HdarklightDarkknightMset01_palette,applied,53,53,51,51,1,1,52,52,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack2_13.png
battle_unit3,HcrimsonsophiaF3set01,plot15,HcrimsonsophiaF3set01_plot15_0,HcrimsonsophiaF3set01_palette,applied,69,46,67,44,1,1,68,45,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot15_0.png
battle_unit3,HdarklightTranquilloMset01,jumpUp,HdarklightTranquilloMset01_jumpUp_1,HdarklightTranquilloMset01_palette,applied,36,41,34,39,1,1,35,40,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_jumpUp_1.png
battle_unit3,HcrimsonlavierF2set01,plot11,HcrimsonlavierF2set01_plot11_3,HcrimsonlavierF2set01_palette,applied,24,49,22,47,1,1,23,48,Sprites/Pixel/battle_unit3/HcrimsonlavierF2set01/HcrimsonlavierF2set01_plot11_3.png
battle_unit3,HdarklightDarkknightMset01,attack2,HdarklightDarkknightMset01_attack2_11,HdarklightDarkknightMset01_palette,applied,52,66,50,64,1,1,51,65,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack2_11.png
battle_unit3,HcrimsonsophiaF3set01,plot10,HcrimsonsophiaF3set01_plot10_1,HcrimsonsophiaF3set01_palette,applied,69,44,67,42,1,1,68,43,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot10_1.png
battle_unit3,HdarklightDarkknightMset01,injuredall,HdarklightDarkknightMset01_injuredall_8,HdarklightDarkknightMset01_palette,applied,42,51,40,49,1,1,41,50,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_injuredall_8.png
battle_unit3,HcrimsonsophiaF3set01,plot10,HcrimsonsophiaF3set01_plot10_2,HcrimsonsophiaF3set01_palette,applied,69,44,67,42,1,1,68,43,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot10_2.png
battle_unit3,HdarklightDarkknightMset01,walk,HdarklightDarkknightMset01_walk_6,HdarklightDarkknightMset01_palette,applied,54,55,52,53,1,1,53,54,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_walk_6.png
battle_unit3,HcrimsonlavierF3set01,plot21,HcrimsonlavierF3set01_plot21_0,HcrimsonlavierF3set01_palette,applied,56,43,54,41,1,1,55,42,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot21_0.png
battle_unit3,HdarklightTranquilloMset01,attack,HdarklightTranquilloMset01_attack_2,HdarklightTranquilloMset01_palette,applied,28,39,26,37,1,1,27,38,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_attack_2.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_56,HdarklightDarkknightMset01_palette,applied,63,55,61,53,1,1,62,54,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_56.png
battle_unit3,HdarklightFernandoMset01,walk,HdarklightFernandoMset01_walk_1,HdarklightFernandoMset01_palette,applied,43,49,41,47,1,1,42,48,Sprites/Pixel/battle_unit3/HdarklightFernandoMset01/HdarklightFernandoMset01_walk_1.png
battle_unit3,HcrimsonlavierF3set01,plot3,HcrimsonlavierF3set01_plot3_0,HcrimsonlavierF3set01_palette,applied,56,43,54,41,1,1,55,42,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot3_0.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_15,HdarklightDarkknightMset01_palette,applied,54,61,52,59,1,1,53,60,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_15.png
battle_unit3,HcrimsonsophiaF4set01,wait,HcrimsonsophiaF4set01_wait_9,HcrimsonsophiaF4set01_palette,applied,22,47,20,45,1,1,21,46,Sprites/Pixel/battle_unit3/HcrimsonsophiaF4set01/HcrimsonsophiaF4set01_wait_9.png
battle_unit3,HcrimsonsophiaF3set01,plot29,HcrimsonsophiaF3set01_plot29_2,HcrimsonsophiaF3set01_palette,applied,37,26,35,24,1,1,36,25,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot29_2.png
battle_unit3,HdarklightTranquilloMset01,injuredall,HdarklightTranquilloMset01_injuredall_15,HdarklightTranquilloMset01_palette,applied,41,37,39,35,1,1,40,36,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_injuredall_15.png
battle_unit3,HcrimsonsophiaF3set01,plot26,HcrimsonsophiaF3set01_plot26_0,HcrimsonsophiaF3set01_palette,applied,69,43,67,41,1,1,68,42,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot26_0.png
battle_unit3,HdarklightDarkknightMset01,cheer,HdarklightDarkknightMset01_cheer_0,HdarklightDarkknightMset01_palette,applied,50,59,48,57,1,1,49,58,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_cheer_0.png
battle_unit3,HcrimsonlavierF2set01,wait,HcrimsonlavierF2set01_wait_0,HcrimsonlavierF2set01_palette,applied,25,54,23,52,1,1,24,53,Sprites/Pixel/battle_unit3/HcrimsonlavierF2set01/HcrimsonlavierF2set01_wait_0.png
battle_unit3,HdarklightFernandoMset01,attack,HdarklightFernandoMset01_attack_3,HdarklightFernandoMset01_palette,applied,42,35,40,33,1,1,41,34,Sprites/Pixel/battle_unit3/HdarklightFernandoMset01/HdarklightFernandoMset01_attack_3.png
battle_unit3,HdarklightDarkknightMset01,walk,HdarklightDarkknightMset01_walk_5,HdarklightDarkknightMset01_palette,applied,41,58,39,56,1,1,40,57,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_walk_5.png
battle_unit3,HdarklightTranquilloMset01,cast,HdarklightTranquilloMset01_cast_4,HdarklightTranquilloMset01_palette,applied,34,40,32,38,1,1,33,39,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_cast_4.png
battle_unit3,HdarklightFernandoMset01,wait,HdarklightFernandoMset01_wait_2,HdarklightFernandoMset01_palette,applied,32,56,30,54,1,1,31,55,Sprites/Pixel/battle_unit3/HdarklightFernandoMset01/HdarklightFernandoMset01_wait_2.png
battle_unit3,HdarklightTranquilloMset01,attack2,HdarklightTranquilloMset01_attack2_10,HdarklightTranquilloMset01_palette,applied,29,38,27,36,1,1,28,37,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_attack2_10.png
battle_unit3,HcrimsonsophiaF4set01,move,HcrimsonsophiaF4set01_move_0,HcrimsonsophiaF4set01_palette,applied,21,44,19,42,1,1,20,43,Sprites/Pixel/battle_unit3/HcrimsonsophiaF4set01/HcrimsonsophiaF4set01_move_0.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_10,HdarklightDarkknightMset01_palette,applied,49,84,47,82,1,1,48,83,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_10.png
battle_unit3,HdarklightTranquilloMset01,attack2,HdarklightTranquilloMset01_attack2_1,HdarklightTranquilloMset01_palette,applied,29,39,27,37,1,1,28,38,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_attack2_1.png
battle_unit3,HdarklightFernandoMset01,wait,HdarklightFernandoMset01_wait_10,HdarklightFernandoMset01_palette,applied,30,52,28,50,1,1,29,51,Sprites/Pixel/battle_unit3/HdarklightFernandoMset01/HdarklightFernandoMset01_wait_10.png
battle_unit3,HiriaLadymunaFset01,move,HiriaLadymunaFset01_move_4,HiriaLadymunaFset01_palette,applied,25,47,23,45,1,1,24,46,Sprites/Pixel/battle_unit3/HiriaLadymunaFset01/HiriaLadymunaFset01_move_4.png
battle_unit3,HiriaLadymunaFset01,lookclose,HiriaLadymunaFset01_lookclose_4,HiriaLadymunaFset01_palette,applied,24,48,22,46,1,1,23,47,Sprites/Pixel/battle_unit3/HiriaLadymunaFset01/HiriaLadymunaFset01_lookclose_4.png
battle_unit3,HcrimsonlavierF2set01,wait,HcrimsonlavierF2set01_wait_1,HcrimsonlavierF2set01_palette,applied,25,54,23,52,1,1,24,53,Sprites/Pixel/battle_unit3/HcrimsonlavierF2set01/HcrimsonlavierF2set01_wait_1.png
battle_unit3,HdarklightDarkknightMset01,attack3,HdarklightDarkknightMset01_attack3_0,HdarklightDarkknightMset01_palette,applied,55,50,53,48,1,1,54,49,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack3_0.png
battle_unit3,HdarklightTranquilloMset01,injuredall,HdarklightTranquilloMset01_injuredall_14,HdarklightTranquilloMset01_palette,applied,37,41,35,39,1,1,36,40,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_injuredall_14.png
battle_unit3,HcrimsonsophiaF3set01,plot21,HcrimsonsophiaF3set01_plot21_5,HcrimsonsophiaF3set01_palette,applied,68,42,66,40,1,1,67,41,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot21_5.png
battle_unit3,HiriaLadymunaFset01,move,HiriaLadymunaFset01_move_5,HiriaLadymunaFset01_palette,applied,23,49,21,47,1,1,22,48,Sprites/Pixel/battle_unit3/HiriaLadymunaFset01/HiriaLadymunaFset01_move_5.png
battle_unit3,HcrimsonlavierF2set01,shake,HcrimsonlavierF2set01_shake_1,HcrimsonlavierF2set01_palette,applied,22,53,20,51,1,1,21,52,Sprites/Pixel/battle_unit3/HcrimsonlavierF2set01/HcrimsonlavierF2set01_shake_1.png
battle_unit3,HdarklightTranquilloMset01,injuredall,HdarklightTranquilloMset01_injuredall_0,HdarklightTranquilloMset01_palette,applied,34,40,32,38,1,1,33,39,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_injuredall_0.png
battle_unit3,HiriaLadymunaFset01,look,HiriaLadymunaFset01_look_0,HiriaLadymunaFset01_palette,applied,25,47,23,45,1,1,24,46,Sprites/Pixel/battle_unit3/HiriaLadymunaFset01/HiriaLadymunaFset01_look_0.png
battle_unit3,HdarklightTranquilloMset01,attack,HdarklightTranquilloMset01_attack_5,HdarklightTranquilloMset01_palette,applied,32,38,30,36,1,1,31,37,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_attack_5.png
battle_unit3,HdarklightDarkknightMset01,attack3,HdarklightDarkknightMset01_attack3_14,HdarklightDarkknightMset01_palette,applied,60,71,58,69,1,1,59,70,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack3_14.png
battle_unit3,HiriaLadymunaFset01,crouch,HiriaLadymunaFset01_crouch_1,HiriaLadymunaFset01_palette,applied,37,41,35,39,1,1,36,40,Sprites/Pixel/battle_unit3/HiriaLadymunaFset01/HiriaLadymunaFset01_crouch_1.png
battle_unit3,HcrimsonlavierF3set01,plot22,HcrimsonlavierF3set01_plot22_5,HcrimsonlavierF3set01_palette,applied,56,43,54,41,1,1,55,42,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot22_5.png
battle_unit3,HdarklightDarkknightMset01,move,HdarklightDarkknightMset01_move_7,HdarklightDarkknightMset01_palette,applied,45,66,43,64,1,1,44,65,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_move_7.png
battle_unit3,HdarklightTranquilloMset01,move,HdarklightTranquilloMset01_move_2,HdarklightTranquilloMset01_palette,applied,30,43,28,41,1,1,29,42,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_move_2.png
battle_unit3,HdarklightTranquilloMset01,attack2,HdarklightTranquilloMset01_attack2_17,HdarklightTranquilloMset01_palette,applied,35,45,33,43,1,1,34,44,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_attack2_17.png
battle_unit3,HcrimsonlavierF3set01,plot30,HcrimsonlavierF3set01_plot30_1,HcrimsonlavierF3set01_palette,applied,55,56,53,54,1,1,54,55,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot30_1.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_1,HdarklightDarkknightMset01_palette,applied,49,50,47,48,1,1,48,49,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_1.png
battle_unit3,HdarklightTranquilloMset01,injured,HdarklightTranquilloMset01_injured_1,HdarklightTranquilloMset01_palette,applied,39,40,37,38,1,1,38,39,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_injured_1.png
battle_unit3,HcrimsonsophiaF3set01,plot35,HcrimsonsophiaF3set01_plot35_1,HcrimsonsophiaF3set01_palette,applied,37,26,35,24,1,1,36,25,Sprites/Pixel/battle_unit3/HcrimsonsophiaF3set01/HcrimsonsophiaF3set01_plot35_1.png
battle_unit3,HdarklightTranquilloMset01,injuredall,HdarklightTranquilloMset01_injuredall_13,HdarklightTranquilloMset01_palette,applied,41,37,39,35,1,1,40,36,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_injuredall_13.png
battle_unit3,HiriaLadymunaFset01,attack,HiriaLadymunaFset01_attack_0,HiriaLadymunaFset01_palette,applied,24,48,22,46,1,1,23,47,Sprites/Pixel/battle_unit3/HiriaLadymunaFset01/HiriaLadymunaFset01_attack_0.png
battle_unit3,HdarklightTranquilloMset01,attack,HdarklightTranquilloMset01_attack_9,HdarklightTranquilloMset01_palette,applied,45,41,43,39,1,1,44,40,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_attack_9.png
battle_unit3,HdarklightDarkknightMset01,injuredall,HdarklightDarkknightMset01_injuredall_9,HdarklightDarkknightMset01_palette,applied,51,42,49,40,1,1,50,41,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_injuredall_9.png
battle_unit3,HdarklightDarkknightMset01,wait,HdarklightDarkknightMset01_wait_0,HdarklightDarkknightMset01_palette,applied,42,62,40,60,1,1,41,61,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_wait_0.png
battle_unit3,HcrimsonlavierF2set01,wait,HcrimsonlavierF2set01_wait_11,HcrimsonlavierF2set01_palette,applied,20,52,18,50,1,1,19,51,Sprites/Pixel/battle_unit3/HcrimsonlavierF2set01/HcrimsonlavierF2set01_wait_11.png
battle_unit3,HdarklightDarkknightMset01,throw,HdarklightDarkknightMset01_throw_1,HdarklightDarkknightMset01_palette,applied,47,57,45,55,1,1,46,56,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_throw_1.png
battle_unit3,HcrimsonlavierF3set01,plot33,HcrimsonlavierF3set01_plot33_2,HcrimsonlavierF3set01_palette,applied,54,54,52,52,1,1,53,53,Sprites/Pixel/battle_unit3/HcrimsonlavierF3set01/HcrimsonlavierF3set01_plot33_2.png
battle_unit3,HdarklightDarkknightMset01,attack2,HdarklightDarkknightMset01_attack2_6,HdarklightDarkknightMset01_palette,applied,49,44,47,42,1,1,48,43,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack2_6.png
battle_unit3,HdarklightFernandoMset01,cast,HdarklightFernandoMset01_cast_4,HdarklightFernandoMset01_palette,applied,37,51,35,49,1,1,36,50,Sprites/Pixel/battle_unit3/HdarklightFernandoMset01/HdarklightFernandoMset01_cast_4.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_40,HdarklightDarkknightMset01_palette,applied,63,56,61,54,1,1,62,55,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_40.png
battle_unit3,HdarklightDarkknightMset01,Exskill,HdarklightDarkknightMset01_Exskill_0,HdarklightDarkknightMset01_palette,applied,54,50,52,48,1,1,53,49,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_Exskill_0.png
battle_unit3,HcrimsonlavierF2set01,plot4,HcrimsonlavierF2set01_plot4_0,HcrimsonlavierF2set01_palette,applied,27,45,25,43,1,1,26,44,Sprites/Pixel/battle_unit3/HcrimsonlavierF2set01/HcrimsonlavierF2set01_plot4_0.png
battle_unit3,HdarklightTranquilloMset01,wait,HdarklightTranquilloMset01_wait_1,HdarklightTranquilloMset01_palette,applied,31,44,29,42,1,1,30,43,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_wait_1.png
battle_unit3,HdarklightTranquilloMset01,idle,HdarklightTranquilloMset01_idle_0,HdarklightTranquilloMset01_palette,applied,33,41,31,39,1,1,32,40,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_idle_0.png
battle_unit3,HiriaLadymunaFset01,move,HiriaLadymunaFset01_move_6,HiriaLadymunaFset01_palette,applied,22,49,20,47,1,1,21,48,Sprites/Pixel/battle_unit3/HiriaLadymunaFset01/HiriaLadymunaFset01_move_6.png
battle_unit3,HiriaLadymunaFset01,look,HiriaLadymunaFset01_look_2,HiriaLadymunaFset01_palette,applied,24,48,22,46,1,1,23,47,Sprites/Pixel/battle_unit3/HiriaLadymunaFset01/HiriaLadymunaFset01_look_2.png
battle_unit3,HdarklightFernandoMset01,wait,HdarklightFernandoMset01_wait_6,HdarklightFernandoMset01_palette,applied,31,57,29,55,1,1,30,56,Sprites/Pixel/battle_unit3/HdarklightFernandoMset01/HdarklightFernandoMset01_wait_6.png
battle_unit3,HdarklightDarkknightMset01,attack,HdarklightDarkknightMset01_attack_16,HdarklightDarkknightMset01_palette,applied,54,50,52,48,1,1,53,49,Sprites/Pixel/battle_unit3/HdarklightDarkknightMset01/HdarklightDarkknightMset01_attack_16.png
battle_unit3,HdarklightTranquilloMset01,attack,HdarklightTranquilloMset01_attack_4,HdarklightTranquilloMset01_palette,applied,36,38,34,36,1,1,35,37,Sprites/Pixel/battle_unit3/HdarklightTranquilloMset01/HdarklightTranquilloMset01_attack_4.png
